Local time in Ghorai,T,Po,P,Pa,U,DD,Ff,ff10,ff3,N,WW,W1,W2,Tn,Tx,Cl,Nh,H,Cm,Ch,VV,Td,RRR,tR,E,Tg,E',sss
01.09.2014 17:45,26.2,696.1,751.3,-0.7,89,Wind blowing from the east,1,,,"90  or more, but not 100%",Clouds generally forming or developing. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,30.8,"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.",70 – 80%.,300-600,Altostratus translucidus.,"No Cirrus, Cirrocumulus or Cirrostratus.",10.0,24.2,8,9,,,,
01.09.2014 14:45,27.0,696.8,752.0,-0.5,84,Wind blowing from the east,1,,,100%.,"Rain, not freezing, intermittent, slight at time of observation. ",Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,,"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.","90  or more, but not 100%",300-600,Altostratus opacus or Nimbostratus.,,10.0,24.1,,,,,,
01.09.2014 11:45,28.8,697.3,752.3,-0.1,72,Wind blowing from the south,1,,,100%., ,,,,,"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.","90  or more, but not 100%",300-600,Altostratus translucidus.,,15.0,23.2,,,,,,
01.09.2014 08:45,27.4,697.4,752.5,0.1,75,Wind blowing from the east-northeast,1,,,40%., ,,,22.0,,"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.",40%.,600-1000,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",15.0,22.5,17,24,,,,
01.09.2014 05:45,22.4,697.3,752.1,,97,"Calm, no wind",0,,,60%., ,,,,,"Stratus nebulosus or Stratus fractus other than of bad weather, or both.",60%.,600-1000,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",10.0,21.9,,,,,,
31.08.2014 17:45,26.0,696.1,750.9,-0.6,92,Wind blowing from the east,1,,,100%., ,,,,32.6,"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.","90  or more, but not 100%",300-600,Altostratus translucidus.,,15.0,24.6,17,9,,,,
31.08.2014 14:45,23.8,696.7,751.5,-0.8,91,Wind blowing from the north,1,,,100%.,"Rain, not freezing, intermittent, slight at time of observation. ",Thunderstorm(s) with or without precipitation.,Rain.,,,"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.","90  or more, but not 100%",300-600,Altostratus translucidus.,,15.0,22.2,,,,,,
31.08.2014 11:45,31.4,697.5,752.9,-0.7,68,Wind blowing from the east,1,,,20–30%., ,,,,,"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.",20–30%.,600-1000,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",15.0,24.7,,,,,,
31.08.2014 08:45,27.0,698.2,753.6,0.3,84,"Calm, no wind",0,,,"10%  or less, but not 0", ,,,22.5,,"Cumulus humilis or Cumulus fractus other than of bad weather, or both.","10%  or less, but not 0",600-1000,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",15.0,24.1,3,24,,,,
31.08.2014 05:45,22.8,697.9,752.7,,100,"Calm, no wind",0,,,20–30%., ,,,,,,,"2500 or more, or no clouds.",,,10.0,22.8,,,,,,
30.08.2014 17:45,27.0,696.7,751.5,-0.8,87,Wind blowing from the east,1,,,40%., ,,,,33.4,"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.",20–30%.,600-1000,"No Altocumulus, Altostratus or Nimbostratus.","Cirrus fibratus, sometimes uncinus, not progressively invading the sky.",15.0,24.7,2,9,,,,
30.08.2014 14:45,31.6,697.5,752.3,-1.6,68,Wind blowing from the east-southeast,1,,,100%., ,,,,,"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.","90  or more, but not 100%",300-600,Altostratus translucidus.,,15.0,25.0,,,,,,
30.08.2014 11:45,31.4,699.1,754.6,0.1,69,Wind blowing from the east,1,,,40%., ,,,,,"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.",40%.,100-200,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",6.0,25.0,,,,,,
30.08.2014 08:45,27.0,699.0,754.4,0.4,84,Wind blowing from the east,1,,,20–30%., ,,,22.5,,"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.",20–30%.,600-1000,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",15.0,24.1,34,24,,,,
30.08.2014 05:45,22.8,698.6,753.4,,100,"Calm, no wind",0,,,20–30%., ,,,,,,,2000-2500,,,10.0,22.8,,,,,,
29.08.2014 17:45,26.6,697.3,752.1,-0.8,93,Wind blowing from the east-southeast,1,,,100%.,Clouds generally forming or developing. ,Thunderstorm(s) with or without precipitation.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,33.0,"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.","90  or more, but not 100%",300-600,Altostratus translucidus.,,15.0,25.3,34,9,,,,
29.08.2014 14:45,26.6,698.1,752.9,-0.6,88,Wind blowing from the west,1,,,100%.,Clouds generally forming or developing. ,Thunderstorm(s) with or without precipitation.,Rain.,,,"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.","90  or more, but not 100%",300-600,Altostratus translucidus.,,15.0,24.4,,,,,,
29.08.2014 11:45,31.0,698.7,754.3,-1.1,67,Wind blowing from the east,1,,,20–30%., ,,,,,"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.",20–30%.,300-600,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",15.0,24.2,,,,,,
29.08.2014 08:45,27.0,699.8,755.5,0.6,84,"Calm, no wind",0,,,"10%  or less, but not 0", ,,,22.0,,"Cumulus humilis or Cumulus fractus other than of bad weather, or both.","10%  or less, but not 0",1000-1500,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",20.0,24.1,1,24,,,,
29.08.2014 05:45,22.2,699.2,754.9,,100,"Calm, no wind",0,,,50%., ,,,,,"Cumulus humilis or Cumulus fractus other than of bad weather, or both.","10%  or less, but not 0",1000-1500,Altocumulus translucidus at a single level.,"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.",10.0,22.2,,,,,,
28.08.2014 17:45,29.0,697.8,753.4,-1.2,71,"Calm, no wind",0,,,20–30%., ,,,,32.0,"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.",20–30%.,600-1000,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",15.0,23.2,No precipitation,9,,,,
28.08.2014 14:45,30.0,699.0,754.6,-0.5,73,Wind blowing from the east,1,,,40%., ,,,,,"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.",40%.,300-600,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",15.0,24.6,,,,,,
28.08.2014 11:45,28.8,699.5,755.2,0.4,76,Wind blowing from the east-southeast,1,,,40%., ,,,,,"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.",40%.,300-600,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",15.0,24.1,,,,,,
28.08.2014 08:45,24.4,699.1,754.7,0.6,92,Wind blowing from the east,1,,,20–30%., ,,,22.5,,"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.",20–30%.,600-1000,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",15.0,23.0,No precipitation,24,,,,
28.08.2014 05:45,22.8,698.5,753.5,,92,"Calm, no wind",0,,,50%., ,,,,,"Cumulus humilis or Cumulus fractus other than of bad weather, or both.","10%  or less, but not 0",1000-1500,Altocumulus translucidus at a single level.,"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.",10.0,21.5,,,,,,
27.08.2014 17:45,27.0,696.5,751.6,-1.1,84,Wind blowing from the south,1,,,100%., ,,,,31.5,"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.","90  or more, but not 100%",300-600,Altostratus translucidus.,,15.0,24.1,No precipitation,9,,,,
27.08.2014 14:45,29.0,697.6,752.7,-0.7,75,Wind blowing from the east,1,,,100%., ,,,,,"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.","90  or more, but not 100%",300-600,Altostratus translucidus.,,15.0,24.1,,,,,,
27.08.2014 11:45,29.6,698.3,753.7,-0.4,77,Wind blowing from the east,1,,,100%., ,,,,,"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.","90  or more, but not 100%",300-600,Altostratus translucidus.,,15.0,25.2,,,,,,
27.08.2014 08:45,24.4,698.7,754.1,1.4,92,Wind blowing from the east-southeast,1,,,100%., ,,,22.5,,"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.","90  or more, but not 100%",300-600,Altostratus translucidus.,,15.0,23.0,3,24,,,,
27.08.2014 05:45,22.6,697.3,752.1,,100,"Calm, no wind",0,,,100%., ,,,,,"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.","90  or more, but not 100%",300-600,Altostratus translucidus.,,10.0,22.6,,,,,,
26.08.2014 17:45,29.2,696.3,751.1,-1.0,78,Wind blowing from the south,1,,,100%., ,,,,33.4,"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.","90  or more, but not 100%",300-600,Altostratus translucidus.,,15.0,25.0,No precipitation,9,,,,
26.08.2014 14:45,30.4,697.3,752.2,-0.9,75,Wind blowing from the north,1,,,100%., ,,,,,"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.","90  or more, but not 100%",300-600,Altostratus translucidus.,,10.0,25.4,,,,,,
26.08.2014 11:45,30.4,698.2,753.7,-0.6,72,Wind blowing from the south,1,,,100%., ,,,,,"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.","90  or more, but not 100%",300-600,Altostratus translucidus.,,10.0,24.8,,,,,,
26.08.2014 08:45,26.2,698.8,754.2,1.1,95,"Calm, no wind",0,,,100%., ,,,23.2,,"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.","90  or more, but not 100%",300-600,Altostratus translucidus.,,10.0,25.4,11,24,,,,
26.08.2014 05:45,24.2,697.7,752.5,,100,Wind blowing from the east,1,,,100%., ,,,,,"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.","90  or more, but not 100%",300-600,Altostratus translucidus.,,10.0,24.2,,,,,,
25.08.2014 17:45,28.6,696.4,751.3,-1.5,90,"Calm, no wind",0,,,100%., ,,,,32.6,"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.","90  or more, but not 100%",300-600,Altostratus translucidus.,,15.0,26.8,11,9,,,,
25.08.2014 14:45,27.8,697.9,752.8,-0.5,90,Wind blowing from the east-northeast,1,,,100%.,Clouds generally forming or developing. ,Thunderstorm(s) with or without precipitation.,Rain.,,,"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.","90  or more, but not 100%",300-600,Altostratus translucidus.,,10.0,26.0,,,,,,
25.08.2014 11:45,30.0,698.4,753.8,-0.2,78,Wind blowing from the south,1,,,100%., ,,,,,"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.","90  or more, but not 100%",300-600,Altostratus translucidus.,,10.0,25.8,,,,,,
25.08.2014 08:45,26.0,698.6,754.0,0.7,92,"Calm, no wind",0,,,100%.,Clouds generally forming or developing. ,Drizzle.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,24.0,,"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.","90  or more, but not 100%",300-600,Altostratus translucidus.,,10.0,24.6,23,24,,,,
25.08.2014 05:45,24.0,697.9,752.7,,100,"Calm, no wind",0,,,60%., ,,,,,"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.",50%.,300-600,Altostratus translucidus.,,10.0,24.0,,,,,,
24.08.2014 17:45,26.2,696.9,751.7,-0.9,94,"Calm, no wind",0,,,70 – 80%., ,,,,32.4,"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.",50%.,300-600,Altostratus translucidus.,,15.0,25.1,23,9,,,,
24.08.2014 14:45,30.6,697.8,752.6,-0.7,72,Wind blowing from the north,1,,,40%., ,,,,,"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.",40%.,300-600,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",15.0,25.1,,,,,,
24.08.2014 11:45,31.0,698.5,754.0,-0.3,70,Wind blowing from the west,1,,,20–30%., ,,,,,"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.",20–30%.,300-600,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",15.0,24.8,,,,,,
24.08.2014 08:45,27.0,698.8,754.2,,84,Wind blowing from the east,1,,,100%., ,,,24.5,,"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.","90  or more, but not 100%",300-600,Altostratus translucidus.,,10.0,24.1,No precipitation,24,,,,
23.08.2014 17:45,29.2,691.8,751.9,,78,Wind blowing from the south,1,,,20–30%., ,,,,31.5,"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.",20–30%.,600-1000,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",15.0,25.0,No precipitation,9,,,,
23.08.2014 08:45,28.0,699.4,754.8,0.9,85,Wind blowing from the east,1,,,40%., ,,,24.0,,"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.",40%.,300-600,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",15.0,25.2,No precipitation,24,,,,
23.08.2014 05:45,24.0,698.5,753.3,,96,"Calm, no wind",0,,,20–30%., ,,,,,"Cumulus humilis or Cumulus fractus other than of bad weather, or both.","10%  or less, but not 0",600-1000,"No Altocumulus, Altostratus or Nimbostratus.","Cirrus fibratus, sometimes uncinus, not progressively invading the sky.",10.0,23.4,,,,,,
22.08.2014 17:45,29.4,696.9,751.7,-0.9,76,Wind blowing from the south,1,,,20–30%., ,,,,32.2,"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.",20–30%.,600-1000,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",15.0,24.7,No precipitation,9,,,,
22.08.2014 14:45,31.6,697.8,752.6,-0.5,69,Wind blowing from the south,1,,,20–30%., ,,,,,"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.",20–30%.,600-1000,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",15.0,25.3,,,,,,
22.08.2014 11:45,29.6,698.3,754.0,-0.4,68,Wind blowing from the west-northwest,1,,,100%., ,,,,,"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.","90  or more, but not 100%",300-600,Altostratus translucidus.,,15.0,23.0,,,,,,
22.08.2014 08:45,24.4,698.7,754.3,-1.9,92,Wind blowing from the east,1,,,100%., ,,,23.0,,"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.","90  or more, but not 100%",300-600,Altostratus translucidus.,,10.0,23.0,7,24,,,,
22.08.2014 05:45,34.2,700.6,752.9,,53,"Calm, no wind",0,,,100%., ,,,,,"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.","90  or more, but not 100%",300-600,Altostratus translucidus.,,10.0,23.4,,,,,,
21.08.2014 14:45,30.6,697.6,752.6,-0.6,71,Wind blowing from the north,1,,,40%., ,,,,,"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.",40%.,300-600,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",15.0,24.8,,,,,,
21.08.2014 11:45,28.8,698.2,753.2,0.3,77,Wind blowing from the west,1,,,100%., ,,,,,"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.","90  or more, but not 100%",300-600,Altostratus translucidus.,,10.0,24.4,,,,,,
21.08.2014 08:45,25.0,697.9,752.9,0.9,93,Wind blowing from the east-northeast,1,,,100%.,Clouds generally forming or developing. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,22.5,,"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.","90  or more, but not 100%",300-600,Altostratus translucidus.,,10.0,23.8,14,24,,,,
21.08.2014 05:45,22.8,697.0,752.4,,100,"Calm, no wind",0,,,100%.,"Rain, not freezing, intermittent, slight at time of observation. ",,,,,"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.","90  or more, but not 100%",300-600,Altostratus opacus or Nimbostratus.,,10.0,22.8,,,,,,
20.08.2014 17:45,26.6,697.3,752.7,-1.2,91,Wind blowing from the west,1,,,100%.,Clouds generally forming or developing. ,Drizzle.,Cloud covering more than 1/2 of the sky throughout the appropriate period.,,31.2,"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.","90  or more, but not 100%",300-600,Altostratus translucidus.,,10.0,25.0,5,9,,,,
