Local time in Darbhanga,T,Po,P,Pa,U,DD,Ff,ff10,ff3,N,WW,W1,W2,Tn,Tx,Cl,Nh,H,Cm,Ch,VV,Td,RRR,tR,E,Tg,E',sss
04.10.2016 08:30,28.4,,754.8,,89,"Calm, no wind",0,,,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,,,,,,,4.0,26.4,,,,,,
03.10.2016 08:30,29.0,,756.1,,88,"Calm, no wind",0,,,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,,,,,,,4.0,26.8,,,,,,
01.10.2016 08:30,29.0,,756.0,,90,"Calm, no wind",0,,,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,,,,,,,4.0,27.1,,,,,,
30.09.2016 08:30,28.4,,754.0,,92,Wind blowing from the south,2,,,20–30%.,Haze. ,Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.,Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.,,,,,"2500 or more, or no clouds.",,,4.0,27.0,,,,,,
29.09.2016 08:30,27.6,,754.1,,94,Wind blowing from the west,2,,,20–30%.,Haze. ,Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.,Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.,,,,,"2500 or more, or no clouds.",,,4.0,26.5,,,,,,
28.09.2016 08:30,26.4,,755.1,,95,Wind blowing from the south,2,,,50%.,Haze. ,Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.,Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.,,,,,"2500 or more, or no clouds.",,,4.0,25.5,,,,,,
27.09.2016 08:30,26.6,,755.7,,89,"Calm, no wind",0,,,70 – 80%.,Haze. ,Cloud covering more than 1/2 of the sky throughout the appropriate period.,Cloud covering more than 1/2 of the sky throughout the appropriate period.,,,,,"2500 or more, or no clouds.",,,4.0,24.6,,,,,,
26.09.2016 08:30,24.4,,756.7,,98,Wind blowing from the south,2,,,100%.,Haze. ,Rain.,Drizzle.,,,,,"2500 or more, or no clouds.",,,2.0,24.1,,,,,,
25.09.2016 08:30,25.4,,754.4,,96,Wind blowing from the north,2,,,70 – 80%.,Haze. ,Rain.,Fog or ice fog or thick haze.,,,,,"2500 or more, or no clouds.",,,4.0,24.8,,,,,,
24.09.2016 08:30,27.0,,754.3,,94,Wind blowing from the north,2,,,50%.,Haze. ,Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.,Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.,,,,,"2500 or more, or no clouds.",,,4.0,25.9,,,,,,
23.09.2016 08:30,28.4,,754.8,,92,"Calm, no wind",0,,,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,,,,,,,4.0,27.0,,,,,,
19.09.2016 08:30,29.0,,754.9,,90,"Calm, no wind",0,,,50%.,Haze. ,Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.,Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.,,,,,"2500 or more, or no clouds.",,,4.0,27.1,,,,,,
16.09.2016 08:30,23.9,,753.8,,,"Calm, no wind",0,,,50%.,Haze. ,Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.,Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.,,,,,"2500 or more, or no clouds.",,,4.0,,,,,,,
15.09.2016 08:30,30.4,,754.8,,86,"Calm, no wind",0,,,20–30%.,Haze. ,Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.,Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.,,,,,"2500 or more, or no clouds.",,,4.0,27.7,,,,,,
14.09.2016 08:30,28.3,,755.3,,89,Wind blowing from the north,2,,,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,,,,,,,4.0,26.4,,,,,,
13.09.2016 08:30,27.4,,752.4,,94,"Calm, no wind",0,,,70 – 80%.,Haze. ,Cloud covering more than 1/2 of the sky throughout the appropriate period.,Cloud covering more than 1/2 of the sky throughout the appropriate period.,,,,,"2500 or more, or no clouds.",,,4.0,26.3,,,,,,
12.09.2016 08:30,26.2,,755.1,,95,"Calm, no wind",0,,,70 – 80%.,Haze. ,Cloud covering more than 1/2 of the sky throughout the appropriate period.,Cloud covering more than 1/2 of the sky throughout the appropriate period.,,,,,"2500 or more, or no clouds.",,,4.0,25.3,,,,,,
09.09.2016 08:30,28.8,,754.9,,95,"Calm, no wind",0,,,70 – 80%.,Haze. ,Cloud covering more than 1/2 of the sky throughout the appropriate period.,Cloud covering more than 1/2 of the sky throughout the appropriate period.,,,,,"2500 or more, or no clouds.",,,4.0,28.0,,,,,,
08.09.2016 08:30,28.2,,754.0,,94,"Calm, no wind",0,,,70 – 80%.,Haze. ,Cloud covering more than 1/2 of the sky throughout the appropriate period.,Cloud covering more than 1/2 of the sky throughout the appropriate period.,,,,,"2500 or more, or no clouds.",,,4.0,27.1,,,,,,
07.09.2016 08:30,27.0,,752.5,,97,"Calm, no wind",0,,,100%.,"Rain, not freezing, intermittent, slight at time of observation. ",Rain.,Rain.,,,"Stratus fractus or Cumulus fractus of bad weather, or both (pannus), usually below Altostratus or Nimbostratus.",70 – 80%.,600-1000,Altostratus opacus or Nimbostratus.,,2.0,26.4,,,,,,
06.09.2016 08:30,28.4,,751.3,,94,Wind blowing from the north,2,,,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,,,,,,,4.0,27.3,,,,,,
04.09.2016 08:30,27.2,,751.6,,97,Wind blowing from the north,2,,,70 – 80%.,Haze. ,Cloud covering more than 1/2 of the sky throughout the appropriate period.,Cloud covering more than 1/2 of the sky throughout the appropriate period.,,,,,"2500 or more, or no clouds.",,,4.0,26.6,,,,,,
02.09.2016 08:30,27.4,,750.2,,95,"Calm, no wind",0,,,70 – 80%.,Haze. ,Cloud covering more than 1/2 of the sky throughout the appropriate period.,Cloud covering more than 1/2 of the sky throughout the appropriate period.,,,,,"2500 or more, or no clouds.",,,4.0,26.6,,,,,,
01.09.2016 08:30,26.4,,751.2,,95,Wind blowing from the south,2,,,20–30%.,Haze. ,Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.,Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.,,,,,"2500 or more, or no clouds.",,,4.0,25.5,,,,,,
31.08.2016 08:30,27.6,,751.5,,90,"Calm, no wind",0,,,20–30%.,Haze. ,Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.,Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.,,,,,"2500 or more, or no clouds.",,,4.0,25.9,,,,,,
29.08.2016 08:30,32.0,,752.8,,72,"Calm, no wind",0,,,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,,,,,,,4.0,26.4,,,,,,
28.08.2016 08:30,30.6,,755.0,,84,"Calm, no wind",0,,,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,,,,,,,4.0,27.6,,,,,,
27.08.2016 08:30,28.8,,755.2,,91,"Calm, no wind",0,,,50%.,Haze. ,Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.,Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.,,,,,"2500 or more, or no clouds.",,,4.0,27.1,,,,,,
25.08.2016 08:30,31.4,,753.5,,77,"Calm, no wind",0,,,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,,,,,,,4.0,27.0,,,,,,
24.08.2016 08:30,29.4,,752.9,,85,"Calm, no wind",0,,,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,,,,,,,4.0,26.6,,,,,,
23.08.2016 08:30,28.4,,753.9,,85,Wind blowing from the south,2,,,20–30%., ,,,,,,,"2500 or more, or no clouds.",,,4.0,25.6,,,,,,
22.08.2016 08:30,27.6,,752.3,,83,Wind blowing from the south,2,,,70 – 80%.,Haze. ,Cloud covering more than 1/2 of the sky throughout the appropriate period.,Cloud covering more than 1/2 of the sky throughout the appropriate period.,,,,,"2500 or more, or no clouds.",,,4.0,24.4,,,,,,
21.08.2016 08:30,30.0,,750.0,,81,Wind blowing from the north,2,,,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,,,,,,,4.0,26.4,,,,,,
20.08.2016 08:30,30.4,,750.8,,86,Wind blowing from the north,2,,,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,,,,,,,4.0,27.7,,,,,,
19.08.2016 08:30,28.2,,750.3,,92,Wind blowing from the south,2,,,50%.,Haze. ,Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.,Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.,,,,,"2500 or more, or no clouds.",,,4.0,26.8,,,,,,
18.08.2016 08:30,27.6,,747.7,,90,Wind blowing from the south,2,,,50%.,Haze. ,Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.,Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.,,,,,"2500 or more, or no clouds.",,,4.0,25.9,,,,,,
17.08.2016 08:30,28.0,,747.7,,89,"Calm, no wind",0,,,50%.,Haze. ,Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.,Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.,,,,,"2500 or more, or no clouds.",,,4.0,26.0,,,,,,
16.08.2016 08:30,28.4,,746.4,,92,"Calm, no wind",0,,,20–30%.,Haze. ,Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.,Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.,,,,,"2500 or more, or no clouds.",,,4.0,27.0,,,,,,
14.08.2016 08:30,31.4,,749.9,,80,Wind blowing from the south,2,,,50%.,Haze. ,Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.,Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.,,,,,"2500 or more, or no clouds.",,,4.0,27.6,,,,,,
13.08.2016 08:30,29.2,,750.1,,88,Wind blowing from the south,2,,,20–30%.,Haze. ,Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.,Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.,,,,,"2500 or more, or no clouds.",,,4.0,27.0,,,,,,
12.08.2016 08:30,28.4,,751.5,,88,Wind blowing from the south,2,,,70 – 80%.,Haze. ,Cloud covering more than 1/2 of the sky throughout the appropriate period.,Cloud covering more than 1/2 of the sky throughout the appropriate period.,,,,,"2500 or more, or no clouds.",,,4.0,26.2,,,,,,
11.08.2016 08:30,28.2,,751.6,,97,"Calm, no wind",0,,,70 – 80%.,Haze. ,Cloud covering more than 1/2 of the sky throughout the appropriate period.,Cloud covering more than 1/2 of the sky throughout the appropriate period.,,,,,"2500 or more, or no clouds.",,,4.0,27.6,,,,,,
09.08.2016 08:30,28.9,,750.1,,94,Wind blowing from the south,2,,,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,,,,,,,4.0,27.9,,,,,,
06.08.2016 08:30,30.4,,750.0,,78,Wind blowing from the south,2,,,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,,,,,,,4.0,26.2,,,,,,
04.08.2016 08:30,30.8,,749.2,,83,Wind blowing from the south,2,,,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,,,,,,,4.0,27.5,,,,,,
03.08.2016 08:30,27.8,,749.4,,90,Wind blowing from the south,2,,,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,,,,,,,4.0,26.1,,,,,,
02.08.2016 08:30,30.0,,749.2,,81,Wind blowing from the south,2,,,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,,,,,,,4.0,26.4,,,,,,
01.08.2016 08:30,28.4,,750.1,,91,"Calm, no wind",0,,,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,,,,,,,4.0,26.7,,,,,,
31.07.2016 08:30,27.8,,752.5,,90,"Calm, no wind",0,,,50%.,Haze. ,Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.,Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.,,,,,"2500 or more, or no clouds.",,,4.0,26.1,,,,,,
30.07.2016 08:30,27.4,,753.3,,89,Wind blowing from the north,2,,,70 – 80%.,Haze. ,Cloud covering more than 1/2 of the sky throughout the appropriate period.,Cloud covering more than 1/2 of the sky throughout the appropriate period.,,,,,"2500 or more, or no clouds.",,,4.0,25.4,,,,,,
29.07.2016 08:30,27.0,,753.4,,94,"Calm, no wind",0,,,50%.,Haze. ,Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.,Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.,,,,,"2500 or more, or no clouds.",,,4.0,25.9,,,,,,
28.07.2016 08:30,28.6,,754.0,,92,"Calm, no wind",0,,,50%.,Haze. ,Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.,Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.,,,,,"2500 or more, or no clouds.",,,4.0,27.2,,,,,,
27.07.2016 08:30,28.6,,755.4,,88,Wind blowing from the south,2,,,50%.,Haze. ,Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.,Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.,,,,,"2500 or more, or no clouds.",,,4.0,26.4,,,,,,
26.07.2016 08:30,28.0,,754.1,,92,"Calm, no wind",0,,,50%.,Haze. ,Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.,Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.,,,,,"2500 or more, or no clouds.",,,4.0,26.6,,,,,,
25.07.2016 08:30,28.2,,753.3,,94,Wind blowing from the south,2,,,70 – 80%.,Haze. ,Cloud covering more than 1/2 of the sky throughout the appropriate period.,Cloud covering more than 1/2 of the sky throughout the appropriate period.,,,,,"2500 or more, or no clouds.",,,4.0,27.1,,,,,,
24.07.2016 08:30,27.4,,753.4,,98,"Calm, no wind",0,,,100%.,"Rain, not freezing, intermittent, slight at time of observation. ",Rain.,Rain.,,,"Cumulus humilis or Cumulus fractus other than of bad weather, or both.",70 – 80%.,600-1000,Altostratus opacus or Nimbostratus.,,2.0,27.1,,,,,,
23.07.2016 08:30,28.2,,752.5,,94,"Calm, no wind",0,,,50%.,Haze. ,Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.,Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.,,,,,"2500 or more, or no clouds.",,,4.0,27.1,,,,,,
21.07.2016 08:30,28.6,,751.1,,95,"Calm, no wind",0,,,70 – 80%.,Haze. ,Cloud covering more than 1/2 of the sky throughout the appropriate period.,Cloud covering more than 1/2 of the sky throughout the appropriate period.,,,,,"2500 or more, or no clouds.",,,4.0,27.8,,,,,,
