Local time in Pokhara (airport),T,Po,Pa,U,DD,Ff,N,Tn,Tx,Nh,H,VV,Td,RRR,tR
28.12.2013 11:45,15.8,693.7,0.1,71,Wind blowing from the north-east,2,"10%  or less, but not 0",,,"10%  or less, but not 0",600-1000,8,10.5,,
28.12.2013 08:45,9.2,693.6,1.2,95,Wind blowing from the north-west,2,"10%  or less, but not 0",6.5,,"10%  or less, but not 0",600-1000,7,8.4,No precipitation,24
28.12.2013 05:45,6.5,692.4,,100,"Calm, no wind",0,Sky obscured by fog and/or other meteorological phenomena.,,,,,1,6.5,,
27.12.2013 17:45,15.4,691.3,-0.8,75,"Calm, no wind",0,"10%  or less, but not 0",,17.6,"10%  or less, but not 0",600-1000,7,11,No precipitation,9
27.12.2013 14:45,16.6,692.1,-2.1,68,Wind blowing from the east,2,"10%  or less, but not 0",,,"10%  or less, but not 0",600-1000,7,10.7,,
27.12.2013 11:45,12.2,694.2,,84,Wind blowing from the east,2,60%.,,,60%.,200-300,2,9.6,,
26.12.2013 17:45,14.8,691.7,-0.4,77,"Calm, no wind",0,70 – 80%.,,16.6,20–30%.,600-1000,7,10.8,No precipitation,9
26.12.2013 14:45,16.2,692.1,-2,65,Wind blowing from the east,3,70 – 80%.,,,20–30%.,600-1000,7,9.5,,
26.12.2013 11:45,12.8,694.1,,74,Wind blowing from the east,2,50%.,,,20–30%.,600-1000,6,8.2,,
25.12.2013 17:45,12.1,692.1,-0.6,86,"Calm, no wind",0,100%.,,13,70 – 80%.,100-200,3,9.8,No precipitation,9
25.12.2013 14:45,12.2,692.7,-2.2,87,Wind blowing from the south-west,15,100%.,,,70 – 80%.,100-200,3,10.1,,
25.12.2013 11:45,12.2,694.9,0.3,84,Wind blowing from the south-west,2,"90  or more, but not 100%",,,70 – 80%.,200-300,3,9.6,,
25.12.2013 08:45,9.8,694.6,1.5,94,Wind blowing from the south-west,2,Sky obscured by fog and/or other meteorological phenomena.,7.6,,,,1,8.8,No precipitation,24
25.12.2013 05:45,8.8,693.1,,89,"Calm, no wind",0,Sky obscured by fog and/or other meteorological phenomena.,,,,,2,7.1,,
24.12.2013 17:45,16.8,692.1,-0.6,75,"Calm, no wind",0,"10%  or less, but not 0",,20.3,"10%  or less, but not 0",600-1000,8,12.3,No precipitation,9
24.12.2013 14:45,20.1,692.7,-2.6,56,Wind blowing from the east,2,"10%  or less, but not 0",,,"10%  or less, but not 0",600-1000,8,11,,
24.12.2013 11:45,17.2,695.3,-0.5,66,Wind blowing from the east,2,"10%  or less, but not 0",,,"10%  or less, but not 0",600-1000,8,10.7,,
24.12.2013 08:45,10.4,695.8,,96,Wind blowing from the west,2,"10%  or less, but not 0",7.3,,"10%  or less, but not 0",600-1000,5,9.8,No precipitation,24
24.12.2013 05:45,7.8,694.7,,95,"Calm, no wind",0,40%.,,,40%.,600-1000,5,7.1,,
23.12.2013 17:45,17.2,692.1,-0.6,69,"Calm, no wind",0,40%.,,20.1,"10%  or less, but not 0",600-1000,10,11.4,No precipitation,9
23.12.2013 14:45,20.1,692.7,-2,54,Wind blowing from the north-east,2,"10%  or less, but not 0",,,"10%  or less, but not 0",1000-1500,10,10.5,,
23.12.2013 11:45,16.8,694.7,-0.8,60,Wind blowing from the north-east,2,"10%  or less, but not 0",,,"10%  or less, but not 0",1000-1500,10,9,,
23.12.2013 08:45,10.2,695.5,,91,"Calm, no wind",0,"10%  or less, but not 0",6.2,,"10%  or less, but not 0",1000-1500,10,8.7,No precipitation,24
22.12.2013 17:45,16,692.8,-0.9,71,"Calm, no wind",0,"10%  or less, but not 0",,18.3,"10%  or less, but not 0",600-1000,8,10.8,No precipitation,9
22.12.2013 14:45,18,693.7,-2.1,58,Wind blowing from the east-northeast,2,"10%  or less, but not 0",,,"10%  or less, but not 0",1000-1500,8,9.6,,
22.12.2013 11:45,15,695.8,-0.2,66,Wind blowing from the north-east,2,no clouds,,,,,8,8.7,,
22.12.2013 08:45,8.8,696,1.2,99,"Calm, no wind",0,"10%  or less, but not 0",5.6,,"10%  or less, but not 0",200-300,2,8.6,No precipitation,24
22.12.2013 05:45,6.2,694.8,,97,"Calm, no wind",0,Sky obscured by fog and/or other meteorological phenomena.,,,,,1,5.8,,
21.12.2013 17:45,15.8,692.8,0,71,"Calm, no wind",0,60%.,,18.1,20–30%.,600-1000,6,10.5,No precipitation,9
21.12.2013 14:45,17.6,692.8,-2.4,61,Wind blowing from the east-northeast,3,20–30%.,,,20–30%.,600-1000,6,9.9,,
21.12.2013 11:45,15.4,695.2,,68,Wind blowing from the north-east,2,20–30%.,,,20–30%.,600-1000,6,9.5,,
21.12.2013 08:45,9.4,695.1,1.8,96,Wind blowing from the north-west,2,40%.,7,,40%.,600-1000,3,8.8,1,24
21.12.2013 05:45,7.4,693.3,,96,"Calm, no wind",0,40%.,,,40%.,600-1000,3,6.8,,
20.12.2013 17:45,14,691.7,0.4,74,"Calm, no wind",0,100%.,,18.5,60%.,600-1000,5,9.3,1,9
20.12.2013 14:45,18.2,691.3,-2.1,59,Wind blowing from the east,2,60%.,,,40%.,600-1000,5,9.9,,
20.12.2013 11:45,16.2,693.4,0.3,68,Wind blowing from the east,2,"10%  or less, but not 0",,,"10%  or less, but not 0",600-1000,5,10.2,,
20.12.2013 08:45,9.8,693.1,1.2,95,Wind blowing from the west,2,"10%  or less, but not 0",7.8,,"10%  or less, but not 0",600-1000,3.5,9,No precipitation,24
20.12.2013 05:45,8.4,691.9,,96,"Calm, no wind",0,40%.,,,40%.,600-1000,3,7.8,,
19.12.2013 17:45,16,690.1,-0.3,66,"Calm, no wind",0,"90  or more, but not 100%",,18.5,40%.,600-1000,5,9.7,No precipitation,9
19.12.2013 14:45,17,690.4,-1.8,64,Wind blowing from the east,3,70 – 80%.,,,40%.,600-1000,5,10,,
19.12.2013 11:45,16.4,692.2,,69,Wind blowing from the east,2,40%.,,,40%.,600-1000,5,10.7,,
19.12.2013 08:45,10.4,692.2,,93,Wind blowing from the north-northeast,2,60%.,8.6,,20–30%.,300-600,3.5,9.3,No precipitation,24
19.12.2013 05:45,8.8,690.7,,98,"Calm, no wind",0,40%.,,,40%.,1000-1500,5,8.5,,
18.12.2013 14:45,16,689.9,-2,66,Wind blowing from the east,3,100%.,,,50%.,600-1000,5,9.6,,
18.12.2013 11:45,17.2,691.9,-0.2,68,Wind blowing from the east,2,40%.,,,40%.,600-1000,5,11.3,,
18.12.2013 08:45,11,692.1,1,95,Wind blowing from the west,2,"10%  or less, but not 0",7.5,,"10%  or less, but not 0",600-1000,5,10.2,No precipitation,24
18.12.2013 05:45,8.2,691.1,,95,"Calm, no wind",0,20–30%.,,,20–30%.,1000-1500,5,7.5,,
17.12.2013 17:45,16,689.5,-0.6,75,"Calm, no wind",0,70 – 80%.,,19,40%.,600-1000,8,11.5,No precipitation,9
17.12.2013 14:45,18.2,690.1,-2.2,60,Wind blowing from the north-east,3,40%.,,,40%.,600-1000,8,10.3,,
17.12.2013 11:45,18,692.3,-0.8,57,Wind blowing from the north-east,2,40%.,,,40%.,600-1000,8,9.2,,
17.12.2013 08:45,9.7,693.1,1.2,90,Wind blowing from the west,2,20–30%.,6,,"10%  or less, but not 0",600-1000,10,8.2,No precipitation,24
17.12.2013 05:45,6.4,691.9,,95,"Calm, no wind",0,no clouds,,,,,6,5.6,,
16.12.2013 17:45,17,691.7,0.6,75,"Calm, no wind",0,no clouds,,20.9,,,12,12.5,No precipitation,9
16.12.2013 14:45,20.3,691.1,-2.4,57,Wind blowing from the east,2,no clouds,,,,,12,11.4,,
16.12.2013 11:45,16.9,693.5,-0.3,65,Wind blowing from the east,2,no clouds,,,,,12,10.2,,
16.12.2013 08:45,10.6,693.8,1.3,95,"Calm, no wind",0,no clouds,6.6,,,,0.5,9.9,No precipitation,24
16.12.2013 05:45,7.8,692.5,,97,"Calm, no wind",0,no clouds,,,,,6,7.4,,
15.12.2013 14:45,20,690.4,-2.8,57,Wind blowing from the north-east,2,"10%  or less, but not 0",,,"10%  or less, but not 0",600-1000,10,11.3,,
15.12.2013 11:45,16.8,693.2,-0.5,68,Wind blowing from the north-east,2,no clouds,,,,,6,10.9,,
15.12.2013 08:45,10,693.7,2.2,96,"Calm, no wind",0,Sky obscured by fog and/or other meteorological phenomena.,7.8,,,,0.1,9.4,No precipitation,24
15.12.2013 05:45,8.6,691.5,,99,"Calm, no wind",0,no clouds,,,,,3,8.4,,
14.12.2013 17:45,16.6,690,0.5,74,Wind blowing from the east-northeast,2,20–30%.,,19.9,"10%  or less, but not 0",600-1000,4,11.9,No precipitation,9
14.12.2013 14:45,19.8,689.5,-1.8,56,Wind blowing from the east,2,20–30%.,,,20–30%.,600-1000,6,10.6,,
14.12.2013 11:45,17.8,691.3,-0.2,68,Wind blowing from the north-east,2,40%.,,,40%.,600-1000,3.5,11.7,,
14.12.2013 08:45,13,691.5,,87,Wind blowing from the west-southwest,2,70 – 80%.,18.8,,70 – 80%.,600-1000,3,10.8,No precipitation,24
13.12.2013 17:45,15.8,688.9,-0.1,73,Wind blowing from the north,2,"90  or more, but not 100%",,,50%.,600-1000,2,11,,
13.12.2013 14:45,17.2,689,-1.7,64,Wind blowing from the east,3,60%.,,,40%.,600-1000,3,10.2,,
13.12.2013 11:45,16.7,690.7,0.1,77,Wind blowing from the east,2,50%.,,,20–30%.,600-1000,5,12.7,,
13.12.2013 08:45,12.8,690.6,1.7,94,Wind blowing from the east-southeast,2,40%.,11,,"10%  or less, but not 0",100-200,2,11.8,No precipitation,24
13.12.2013 05:45,12.2,688.9,,95,"Calm, no wind",0,40%.,,,40%.,200-300,4,11.4,,
12.12.2013 17:45,16.9,687.9,-0.2,76,"Calm, no wind",0,20–30%.,,21.5,20–30%.,600-1000,10,12.6,No precipitation,9
12.12.2013 14:45,21,688.1,-2,54,Wind blowing from the east-northeast,3,20–30%.,,,20–30%.,600-1000,10,11.4,,
12.12.2013 11:45,18.6,690.1,-0.3,69,Wind blowing from the north-east,2,20–30%.,,,20–30%.,600-1000,10,12.7,,
12.12.2013 08:45,13,690.4,1.5,94,Wind blowing from the south-west,2,40%.,22,,"10%  or less, but not 0",200-300,6,12.1,No precipitation,24
12.12.2013 05:45,11.8,688.9,,97,"Calm, no wind",0,40%.,,,40%.,200-300,5,11.4,,
11.12.2013 17:45,17.3,688.6,-0.6,79,"Calm, no wind",0,20–30%.,,22,20–30%.,600-1000,10,13.5,No precipitation,9
11.12.2013 14:45,21.4,689.2,-2.4,56,Wind blowing from the east-northeast,3,20–30%.,,,20–30%.,600-1000,10,12.2,,
11.12.2013 11:45,19.2,691.6,,65,Wind blowing from the north,2,20–30%.,,,20–30%.,600-1000,8,12.5,,
11.12.2013 08:45,13,691.9,1.9,94,Wind blowing from the west,2,"10%  or less, but not 0",9.5,,"10%  or less, but not 0",300-600,7,12,No precipitation,24
11.12.2013 05:45,10.6,690,,97,"Calm, no wind",0,no clouds,,,,,1,10.2,,
10.12.2013 17:45,17.5,688.9,0,78,"Calm, no wind",0,60%.,,22.5,20–30%.,600-1000,10,13.6,No precipitation,9
10.12.2013 14:45,22.5,688.9,-2,56,Wind blowing from the east,2,20–30%.,,,20–30%.,600-1000,10,13.3,,
10.12.2013 11:45,21,690.9,-0.7,57,Wind blowing from the east,2,20–30%.,,,20–30%.,600-1000,8,12.1,,
10.12.2013 08:45,14.4,691.6,1.2,89,"Calm, no wind",0,20–30%.,11.9,,20–30%.,100-200,8,12.6,No precipitation,24
10.12.2013 05:45,13.2,690.4,,94,"Calm, no wind",0,60%.,,,40%.,600-1000,5,12.3,,
09.12.2013 17:45,18.3,688.6,-0.5,80,"Calm, no wind",0,"10%  or less, but not 0",,22.7,"10%  or less, but not 0",600-1000,10,14.8,No precipitation,9
09.12.2013 14:45,22.4,689.1,-1.5,60,Wind blowing from the south-east,2,"10%  or less, but not 0",,,"10%  or less, but not 0",600-1000,10,14.2,,
09.12.2013 11:45,20,690.6,-0.7,64,Wind blowing from the south-east,2,"10%  or less, but not 0",,,"10%  or less, but not 0",600-1000,10,13,,
09.12.2013 08:45,14,691.3,0.9,91,Wind blowing from the south-southwest,1,"10%  or less, but not 0",10.5,,"10%  or less, but not 0",Less than  50,5,12.5,No precipitation,24
09.12.2013 05:45,10.8,690.4,,97,"Calm, no wind",0,"10%  or less, but not 0",,,"10%  or less, but not 0",100-200,5,10.4,,
08.12.2013 17:45,17.4,689.7,-0.9,78,Wind blowing from the west-northwest,2,20–30%.,,22.9,20–30%.,600-1000,9,13.5,No precipitation,9
08.12.2013 14:45,22.4,690.6,-1.9,53,Wind blowing from the east-southeast,2,"10%  or less, but not 0",,,"10%  or less, but not 0",600-1000,10,12.2,,
08.12.2013 11:45,20.1,692.5,,61,Wind blowing from the east-southeast,2,"10%  or less, but not 0",,,"10%  or less, but not 0",600-1000,10,12.3,,
08.12.2013 05:45,9.7,691.9,,99,"Calm, no wind",0,no clouds,,,,,5,9.6,,
07.12.2013 17:45,17.6,690.4,-0.7,76,Wind blowing from the west-northwest,3,"10%  or less, but not 0",,23.2,"10%  or less, but not 0",600-1000,10,13.2,No precipitation,9
07.12.2013 14:45,23.1,691.1,-1.5,52,Wind blowing from the south-east,2,"10%  or less, but not 0",,,"10%  or less, but not 0",600-1000,12,12.8,,
07.12.2013 11:45,21,692.6,-0.4,58,Wind blowing from the south-east,2,"10%  or less, but not 0",,,"10%  or less, but not 0",600-1000,12,12.4,,
07.12.2013 08:45,13.5,693,1.1,82,Wind blowing from the north-east,2,no clouds,10.2,,,,15,10.4,No precipitation,24
07.12.2013 05:45,10.2,691.9,,97,"Calm, no wind",0,no clouds,,,,,10,9.8,,
06.12.2013 17:45,18.5,690.7,0.3,71,"Calm, no wind",0,40%.,,23.1,20–30%.,600-1000,12,13.2,No precipitation,9
06.12.2013 14:45,22.8,690.4,-1.3,49,Wind blowing from the south-southeast,2,50%.,,,20–30%.,600-1000,12,11.5,,
06.12.2013 11:45,19.7,691.7,-1.1,66,Wind blowing from the south,2,20–30%.,,,20–30%.,600-1000,12,13.2,,
06.12.2013 08:45,14.4,692.8,1.5,87,Wind blowing from the south-west,2,60%.,12.2,,40%.,600-1000,12,12.2,No precipitation,24
06.12.2013 05:45,13.4,691.3,,96,"Calm, no wind",0,100%.,,,50%.,600-1000,8,12.7,,
05.12.2013 17:45,18.8,690,-0.7,73,"Calm, no wind",0,"10%  or less, but not 0",,23,"10%  or less, but not 0",600-1000,15,13.9,No precipitation,9
05.12.2013 14:45,22.4,690.7,-2.1,54,Wind blowing from the east-northeast,2,"10%  or less, but not 0",,,"10%  or less, but not 0",600-1000,15,12.6,,
05.12.2013 11:45,21,692.8,,60,Wind blowing from the east-northeast,2,no clouds,,,,,15,12.8,,
05.12.2013 05:45,9.2,692.2,,97,"Calm, no wind",0,"10%  or less, but not 0",,,"10%  or less, but not 0",200-300,10,8.8,,
04.12.2013 17:45,18.4,691,,75,Wind blowing from the south,2,"10%  or less, but not 0",,23.3,"10%  or less, but not 0",600-1000,10,13.9,No precipitation,9
04.12.2013 11:45,21.2,693.8,,58,Wind blowing from the east-northeast,2,no clouds,,,,,15,12.6,,
04.12.2013 05:45,9.4,693.1,,96,"Calm, no wind",0,no clouds,,,,,10,8.8,,
03.12.2013 11:45,21,694.4,,60,Wind blowing from the east,3,no clouds,,,,,12,12.8,,
03.12.2013 05:45,10.4,693.7,,99,"Calm, no wind",0,no clouds,,,,,10,10.2,,
02.12.2013 17:45,20.2,691.9,,76,"Calm, no wind",0,"10%  or less, but not 0",,23.9,"10%  or less, but not 0",600-1000,12,15.8,No precipitation,9
02.12.2013 11:45,21.4,694.1,,60,Wind blowing from the east-northeast,2,no clouds,,,,,12,13.2,,
02.12.2013 05:45,11.4,693.8,,97,"Calm, no wind",0,no clouds,,,,,10,11,,
01.12.2013 17:45,20,692.1,,69,"Calm, no wind",0,"10%  or less, but not 0",,23.6,"10%  or less, but not 0",600-1000,10,14,No precipitation,9
01.12.2013 11:45,22,694.3,,61,Wind blowing from the east-northeast,2,20–30%.,,,20–30%.,600-1000,10,14,,
01.12.2013 05:45,13,693.4,,96,"Calm, no wind",0,50%.,,,50%.,200-300,6,12.3,,
30.11.2013 17:45,19.5,690.7,,78,"Calm, no wind",0,"10%  or less, but not 0",,23.6,20–30%.,600-1000,10,15.6,No precipitation,9
30.11.2013 11:45,20.4,693.3,,71,Wind blowing from the east-northeast,2,20–30%.,,,20–30%.,600-1000,10,15,,
30.11.2013 05:45,13.2,692.4,,97,"Calm, no wind",0,Sky obscured by fog and/or other meteorological phenomena.,,,,,1,12.7,,
29.11.2013 17:45,19.5,691.1,,78,"Calm, no wind",0,no clouds,,23.7,,,12,15.5,No precipitation,9
29.11.2013 05:45,12.2,694,,97,"Calm, no wind",0,"10%  or less, but not 0",,,"10%  or less, but not 0",1500-2000,8,11.8,,
28.11.2013 11:45,19.2,695.6,,76,Wind blowing from the south-southeast,2,70 – 80%.,,,40%.,600-1000,8,14.8,,
28.11.2013 05:45,12.9,693.1,,97,"Calm, no wind",0,40%.,,,"10%  or less, but not 0",200-300,4,12.5,,
27.11.2013 17:45,20.2,690.5,,75,"Calm, no wind",0,70 – 80%.,,24.6,40%.,600-1000,9,15.5,No precipitation,9
27.11.2013 11:45,22,692.2,,62,Wind blowing from the south-southeast,3,20–30%.,,,20–30%.,600-1000,9,14.3,,
27.11.2013 05:45,12.3,690.7,,96,"Calm, no wind",0,"10%  or less, but not 0",,,"10%  or less, but not 0",50-100,5,11.7,,
26.11.2013 11:45,21.6,690.1,,66,Wind blowing from the south,2,20–30%.,,,20–30%.,600-1000,8,14.9,,
26.11.2013 05:45,11.9,689.4,,98,"Calm, no wind",0,no clouds,,,,,3,11.6,,
25.11.2013 17:45,19.6,688.4,,74,Wind blowing from the west,2,"90  or more, but not 100%",,23.8,"90  or more, but not 100%",600-1000,7,14.8,No precipitation,9
25.11.2013 11:45,21,691.2,,64,Wind blowing from the south-southeast,3,20–30%.,,,20–30%.,600-1000,8,14,,
24.11.2013 17:45,19,690.8,,78,"Calm, no wind",0,70 – 80%.,,23.6,40%.,600-1000,7,15,No precipitation,9
24.11.2013 11:45,19.8,694,,74,Wind blowing from the south-southeast,2,70 – 80%.,,,40%.,600-1000,6,15,,
24.11.2013 05:45,13.5,692.2,,99,"Calm, no wind",0,Sky obscured by fog and/or other meteorological phenomena.,,,,,0.2,13.3,,
23.11.2013 17:45,18.7,690.5,,79,"Calm, no wind",0,70 – 80%.,,23,50%.,600-1000,8,14.9,No precipitation,9
23.11.2013 11:45,21.3,692.3,,63,Wind blowing from the south,2,20–30%.,,,20–30%.,600-1000,8,13.9,,
23.11.2013 05:45,12.4,691.9,,97,Wind blowing from the south-west,1,60%.,,,60%.,600-1000,4,12,,
22.11.2013 17:45,19,691.4,,76,Wind blowing from the south-west,2,70 – 80%.,,23.4,50%.,600-1000,7,14.7,No precipitation,9
22.11.2013 11:45,20.8,693.6,,60,Wind blowing from the east,2,20–30%.,,,20–30%.,600-1000,12,12.6,,
22.11.2013 05:45,10.8,692.7,,99,"Calm, no wind",0,no clouds,,,,,10,10.6,,
21.11.2013 17:45,19.2,690.6,,65,Wind blowing from the south,2,50%.,,23.3,20–30%.,600-1000,10,12.5,No precipitation,9
21.11.2013 11:45,22,692.5,,61,Wind blowing from the south,4,20–30%.,,,20–30%.,600-1000,12,14,,
21.11.2013 05:45,13,690.7,,95,"Calm, no wind",0,70 – 80%.,,,"10%  or less, but not 0",Less than  50,5,12.2,,
20.11.2013 17:45,18.6,689.4,,76,Wind blowing from the east-northeast,2,40%.,,23.4,40%.,600-1000,10,14.2,No precipitation,9
20.11.2013 11:45,21.5,692.1,,59,Wind blowing from the south-east,2,"10%  or less, but not 0",,,"10%  or less, but not 0",600-1000,15,13,,
20.11.2013 05:45,11.6,691.6,,95,"Calm, no wind",0,"10%  or less, but not 0",,,"10%  or less, but not 0",600-1000,12,10.8,,
19.11.2013 17:45,20.2,690.8,,61,Wind blowing from the south-west,1,40%.,,24,"10%  or less, but not 0",300-600,15,12.3,No precipitation,9
19.11.2013 11:45,21.2,693.6,,62,Wind blowing from the south-southwest,1,"10%  or less, but not 0",,,"10%  or less, but not 0",600-1000,15,13.6,,
19.11.2013 05:45,10.8,692.2,,97,"Calm, no wind",0,"10%  or less, but not 0",,,"10%  or less, but not 0",50-100,5,10.3,,
18.11.2013 17:45,19.8,691.3,,68,Wind blowing from the west-southwest,1,"10%  or less, but not 0",,23.7,"10%  or less, but not 0",600-1000,15,13.6,No precipitation,9
18.11.2013 11:45,20.8,693.9,,64,Wind blowing from the south-east,1,"10%  or less, but not 0",,,"10%  or less, but not 0",600-1000,15,13.7,,
18.11.2013 05:45,10.6,693,,97,"Calm, no wind",0,40%.,,,40%.,50-100,5,10.2,,
17.11.2013 17:45,18.3,691.4,,80,Wind blowing from the west-northwest,3,no clouds,,24.2,,,15,14.7,No precipitation,9
17.11.2013 11:45,21.8,694,,61,Wind blowing from the south-east,2,no clouds,,,,,15,13.8,,
17.11.2013 05:45,10.3,693.7,,96,"Calm, no wind",0,no clouds,,,,,12,9.7,,
16.11.2013 17:45,18.8,692.6,,77,Wind blowing from the west-northwest,2,"10%  or less, but not 0",,24.4,"10%  or less, but not 0","2500 or more, or no clouds.",15,14.6,No precipitation,9
16.11.2013 11:45,21,695.1,,58,Wind blowing from the south-east,1,"10%  or less, but not 0",,,"10%  or less, but not 0",1000-1500,15,12.4,,
16.11.2013 05:45,8.8,693.7,,96,"Calm, no wind",0,"10%  or less, but not 0",,,"10%  or less, but not 0",100-200,15,8.2,No precipitation,9
15.11.2013 17:45,18.9,692,,74,Wind blowing from the west-southwest,2,no clouds,,24,,,17,14.2,No precipitation,9
15.11.2013 11:45,21.5,694,,51,Wind blowing from the east-southeast,2,no clouds,,,,,17,10.8,,
15.11.2013 05:45,9.1,692.8,,97,"Calm, no wind",0,no clouds,,,,,12,8.6,,
14.11.2013 17:45,18.9,691.1,,67,Wind blowing from the north,2,no clouds,,24.4,,,12,12.5,No precipitation,9
14.11.2013 11:45,21.4,693.4,,54,Wind blowing from the east-northeast,2,no clouds,,,,,17,11.8,,
14.11.2013 05:45,9.5,691.4,,88,Wind blowing from the north-northwest,1,no clouds,,,,,15,7.6,,
13.11.2013 17:45,18.8,690.1,,73,Wind blowing from the north-northwest,2,"10%  or less, but not 0",,25.3,"10%  or less, but not 0",1000-1500,17,13.9,No precipitation,9
13.11.2013 11:45,22.1,692,,51,Wind blowing from the south-southeast,1,"10%  or less, but not 0",,,"10%  or less, but not 0",1000-1500,17,11.4,,
13.11.2013 05:45,9.5,691.3,,95,"Calm, no wind",0,no clouds,,,,,10,8.8,,
12.11.2013 11:45,22,692,,51,Wind blowing from the south-east,2,"10%  or less, but not 0",,,,"2500 or more, or no clouds.",17,11.5,,
12.11.2013 05:45,10,690.4,,94,Wind blowing from the west-northwest,1,no clouds,,,,,10,9,,
11.11.2013 11:45,21.6,691.3,,55,Wind blowing from the east,2,no clouds,,,,,15,12.2,,
11.11.2013 05:45,11.6,691.5,,93,"Calm, no wind",0,no clouds,,,,,10,10.5,,
10.11.2013 17:45,21,691.6,,68,"Calm, no wind",0,20–30%.,,25.5,20–30%.,600-1000,15,14.8,No precipitation,9
10.11.2013 11:45,23,693.5,,57,Wind blowing from the east-northeast,2,20–30%.,,,20–30%.,600-1000,15,14,,
10.11.2013 05:45,11.4,692.8,,96,"Calm, no wind",0,"10%  or less, but not 0",,,"10%  or less, but not 0",100-200,10,10.7,,
09.11.2013 17:45,21.2,691.5,,67,Wind blowing from the north-east,2,40%.,,25.4,40%.,600-1000,12,14.9,No precipitation,9
09.11.2013 11:45,23,693.3,,56,Wind blowing from the north-east,2,"10%  or less, but not 0",,,"10%  or less, but not 0",1000-1500,15,13.8,,
09.11.2013 05:45,13,692.8,,97,"Calm, no wind",0,no clouds,,,,,10,12.6,,
08.11.2013 17:45,20.6,690.7,,71,"Calm, no wind",0,60%.,,24,40%.,600-1000,12,15.2,No precipitation,9
08.11.2013 11:45,20.7,693.4,,74,Wind blowing from the south-southwest,2,70 – 80%.,,,40%.,600-1000,12,15.8,,
08.11.2013 05:45,14.2,692.7,,97,"Calm, no wind",0,40%.,,,40%.,2000-2500,8,13.8,,
07.11.2013 17:45,21.2,692.1,,73,Wind blowing from the north-east,2,40%.,,25.7,40%.,600-1000,12,16.1,No precipitation,9
07.11.2013 11:45,22.8,694.3,,57,Wind blowing from the north-east,2,"10%  or less, but not 0",,,"10%  or less, but not 0",600-1000,15,13.9,,
07.11.2013 05:45,11.8,693.5,,84,Wind blowing from the west,1,no clouds,,,,,8,9.2,,
06.11.2013 17:45,22.6,692.7,,64,"Calm, no wind",0,20–30%.,,27,20–30%.,600-1000,15,15.5,No precipitation,9
06.11.2013 11:45,22.8,695.3,,60,Wind blowing from the north,2,20–30%.,,,,"2500 or more, or no clouds.",15,14.5,,
06.11.2013 05:45,12,694.9,,97,"Calm, no wind",0,no clouds,,,,,8,11.6,,
05.11.2013 11:45,22,695.8,,66,Wind blowing from the east-northeast,2,50%.,,,20–30%.,600-1000,8,15.4,,
