Local time in Dadeldhura,T,Po,Pa,U,DD,Ff,N,Tn,Tx,Nh,H,VV,Td,RRR,tR
07.05.2015 05:45,14.2,608.5,,67,Wind blowing from the east,1,no clouds,,,,,3,8,,
06.05.2015 14:45,26.1,608.2,-0.9,,Wind blowing from the west,3,20–30%.,,,20–30%.,300-600,6,,,
06.05.2015 11:45,24.3,609.1,0,42,Wind blowing from the east,2,"10%  or less, but not 0",,,"10%  or less, but not 0",200-300,5,10.7,,
06.05.2015 08:45,20.2,609.1,1.2,57,Wind blowing from the east-southeast,2,"10%  or less, but not 0",15.7,,"10%  or less, but not 0","2500 or more, or no clouds.",5,11.3,No precipitation,24
06.05.2015 05:45,15.6,607.9,,65,Wind blowing from the east,2,20–30%.,,,"10%  or less, but not 0",300-600,2,9,,
05.05.2015 17:45,23.6,608,-0.9,44,Wind blowing from the west,2,40%.,,26.5,20–30%.,200-300,7,10.5,No precipitation,9
05.05.2015 14:45,25.7,608.9,,36,Wind blowing from the west,3,"10%  or less, but not 0",,,"10%  or less, but not 0",600-1000,8,9.5,,
05.05.2015 08:45,19.6,610.3,1.1,50,Wind blowing from the east-southeast,1,no clouds,14.5,,,,6,8.8,No precipitation,24
05.05.2015 05:45,14.4,609.2,,58,"Calm, no wind",0,no clouds,,,,,3,6.2,,
04.05.2015 17:45,22.4,609.6,-0.1,40,Wind blowing from the west-southwest,2,40%.,,25.5,20–30%.,200-300,8,8.1,No precipitation,9
04.05.2015 14:45,24.4,609.7,,32,Wind blowing from the west,2,20–30%.,,,20–30%.,300-600,8,6.6,,
04.05.2015 08:45,19.4,610.3,1.2,49,Wind blowing from the east,1,no clouds,12.7,,,,6,8.5,No precipitation,24
04.05.2015 05:45,12.6,609.1,,65,"Calm, no wind",0,no clouds,,,,,3,6.1,,
03.05.2015 17:45,21,609.1,-0.7,42,Wind blowing from the west,2,20–30%.,,24.1,20–30%.,300-600,8,7.4,No precipitation,9
03.05.2015 14:45,23.4,609.8,-0.9,35,Wind blowing from the east,2,20–30%.,,,20–30%.,300-600,8,7.2,,
03.05.2015 11:45,21.7,610.7,0.3,31,Wind blowing from the west-southwest,3,"10%  or less, but not 0",,,"10%  or less, but not 0",300-600,7,3.9,,
03.05.2015 08:45,17.4,610.4,1.3,58,Wind blowing from the east,1,no clouds,11.5,,,,6,9,0.3,24
03.05.2015 05:45,11.4,609.1,,76,"Calm, no wind",0,no clouds,,,,,3,7.3,,
02.05.2015 17:45,15,609.1,0,68,Wind blowing from the south,1,"90  or more, but not 100%",,21.9,20–30%.,200-300,6,9,Trace of precipitation,9
02.05.2015 14:45,18.8,609.1,-0.7,67,Wind blowing from the south-west,1,"90  or more, but not 100%",,,20–30%.,200-300,6,12.6,,
02.05.2015 11:45,21.5,609.8,0.4,57,Wind blowing from the east,1,40%.,,,20–30%.,300-600,7,12.7,,
02.05.2015 08:45,15.6,609.4,1,72,Wind blowing from the east-southeast,1,100%.,13.5,,40%.,300-600,5,10.6,0.3,24
02.05.2015 05:45,13.6,608.4,,72,Wind blowing from the east,1,20–30%.,,,"10%  or less, but not 0",300-600,3,8.7,,
01.05.2015 17:45,20.8,608.4,-0.8,53,Wind blowing from the east,2,"10%  or less, but not 0",,23,"10%  or less, but not 0",300-600,6,10.8,Trace of precipitation,9
01.05.2015 14:45,22.2,609.2,-1.3,40,Wind blowing from the west,2,20–30%.,,,"10%  or less, but not 0",300-600,5,7.8,,
01.05.2015 11:45,19.1,610.5,0.5,56,Wind blowing from the east,2,"10%  or less, but not 0",,,"10%  or less, but not 0",600-1000,7,10,,
01.05.2015 08:45,10,610,-0.2,90,Wind blowing from the east,3,"90  or more, but not 100%",8.8,,20–30%.,200-300,2,8.4,8,24
01.05.2015 05:45,9.5,610.2,,98,Wind blowing from the east,4,100%.,,,20–30%.,200-300,2,9.2,,
30.04.2015 17:45,21.4,608.2,-0.9,71,Wind blowing from the south,2,20–30%.,,23.7,"10%  or less, but not 0",300-600,6,15.8,No precipitation,9
30.04.2015 14:45,23.4,609.1,-0.9,60,Wind blowing from the south,2,40%.,,,"10%  or less, but not 0",300-600,6,15.2,,
30.04.2015 11:45,20.6,610,0.5,73,Wind blowing from the south-east,2,20–30%.,,,"10%  or less, but not 0",300-600,6,15.5,,
30.04.2015 08:45,17.9,609.5,0.7,79,Wind blowing from the north-west,1,20–30%.,12.8,,20–30%.,300-600,3,14.2,No precipitation,24
30.04.2015 05:45,12.9,608.8,,85,Wind blowing from the east,1,no clouds,,,,,2,10.5,,
29.04.2015 14:45,21,609.1,-0.3,52,Wind blowing from the west,2,20–30%.,,,20–30%.,300-600,6,10.8,,
29.04.2015 11:45,19,609.4,0,61,Wind blowing from the west,3,20–30%.,,,20–30%.,300-600,6,11.3,,
29.04.2015 08:45,16,609.4,1.5,70,Wind blowing from the east-southeast,1,20–30%.,10.5,,"10%  or less, but not 0",300-600,6,10.5,2,24
29.04.2015 05:45,10.4,607.9,,78,Wind blowing from the east,1,no clouds,,,,,5,6.7,,
28.04.2015 17:45,20.1,607.9,-0.3,59,Wind blowing from the south,4,70 – 80%.,,23.9,20–30%.,200-300,7,11.7,Trace of precipitation,9
28.04.2015 14:45,23.4,608.2,-1,57,Wind blowing from the west,2,50%.,,,20–30%.,200-300,7,14.4,,
28.04.2015 11:45,20.4,609.2,-0.2,61,"Calm, no wind",0,50%.,,,20–30%.,200-300,7,12.6,,
28.04.2015 08:45,13.2,609.4,0.3,77,Wind blowing from the south,3,100%.,12.7,,20–30%.,200-300,3,9.3,4,24
28.04.2015 05:45,13.2,609.1,,92,Wind blowing from the south-west,4,100%.,,,50%.,200-300,1,11.9,,
27.04.2015 17:45,19.6,609.6,-0.8,73,Wind blowing from the south,1,50%.,,20.8,20–30%.,200-300,6,14.6,No precipitation,9
27.04.2015 14:45,17,610.4,-1.1,80,Wind blowing from the east,1,"90  or more, but not 100%",,,20–30%.,200-300,6,13.5,,
27.04.2015 11:45,19.4,611.5,,69,"Calm, no wind",0,"90  or more, but not 100%",,,20–30%.,200-300,6,13.6,,
25.04.2015 08:45,16.8,609.9,2,73,Wind blowing from the south,2,50%.,13.5,,"10%  or less, but not 0",300-600,3,11.9,No precipitation,24
25.04.2015 05:45,13.8,607.9,,76,Wind blowing from the south-east,2,40%.,,,"10%  or less, but not 0",300-600,2,9.7,,
24.04.2015 17:45,21.7,608.4,-0.7,55,Wind blowing from the north-northeast,2,50%.,,24.4,50%.,300-600,7,12.1,No precipitation,9
24.04.2015 14:45,24,609.1,-1.1,39,Wind blowing from the west-southwest,3,"10%  or less, but not 0",,,20–30%.,300-600,7,9.3,,
24.04.2015 11:45,22.6,610.2,0.3,41,Wind blowing from the east,2,"10%  or less, but not 0",,,"10%  or less, but not 0",600-1000,7,8.6,,
24.04.2015 08:45,17.8,609.9,1.4,59,Wind blowing from the south-east,1,"10%  or less, but not 0",12.3,,,"2500 or more, or no clouds.",3,9.7,0.7,24
24.04.2015 05:45,12.8,608.5,,68,Wind blowing from the east-southeast,1,20–30%.,,,"10%  or less, but not 0",300-600,2,6.9,,
23.04.2015 17:45,21.7,608.2,0.2,34,Wind blowing from the south,1,60%.,,24.4,20–30%.,200-300,6,4.9,No precipitation,9
23.04.2015 14:45,24.1,608,-0.6,43,Wind blowing from the east,2,40%.,,,40%.,300-600,7,10.7,,
23.04.2015 11:45,22.9,608.6,0,40,Wind blowing from the east,2,20–30%.,,,20–30%.,300-600,7,8.4,,
23.04.2015 08:45,18.4,608.6,,57,Wind blowing from the east,1,no clouds,12.7,,,,5,9.8,No precipitation,24
23.04.2015 05:45,12.7,,,69,Wind blowing from the east,1,no clouds,,,,,2,7.1,,
22.04.2015 17:45,21.7,606.8,-0.3,40,Wind blowing from the south-west,2,20–30%.,,25.5,20–30%.,300-600,6,7.6,No precipitation,9
22.04.2015 14:45,25.2,607.1,-0.6,35,Wind blowing from the west-southwest,2,"10%  or less, but not 0",,,"10%  or less, but not 0",300-600,6,8.7,,
22.04.2015 11:45,22,607.7,,43,Wind blowing from the west,3,"10%  or less, but not 0",,,"10%  or less, but not 0",600-1000,4,8.8,,
21.04.2015 17:45,15,608.6,-0.6,69,Wind blowing from the south,4,70 – 80%.,,26.4,20–30%.,200-300,3,9.3,0.5,9
21.04.2015 14:45,22.9,609.2,-1.3,35,Wind blowing from the east,2,60%.,,,20–30%.,200-300,5,6.5,,
21.04.2015 11:45,25.2,610.5,0.4,34,Wind blowing from the south-west,3,"10%  or less, but not 0",,,"10%  or less, but not 0",600-1000,5,8.2,,
21.04.2015 08:45,21.4,610.1,1.4,47,Wind blowing from the east-southeast,1,no clouds,15,,,,3,9.6,No precipitation,24
21.04.2015 05:45,17.4,608.7,,51,Wind blowing from the south,1,no clouds,,,,,2,7.1,,
20.04.2015 17:45,23.3,610.2,-1.4,47,Wind blowing from the west,2,no clouds,,25.5,,,5,11.2,No precipitation,9
20.04.2015 14:45,24.9,611.6,-1.2,40,Wind blowing from the west,3,no clouds,,,,,8,10.3,,
20.04.2015 11:45,21.9,612.8,0.7,57,Wind blowing from the east,3,40%.,,,20–30%.,300-600,7,12.9,,
20.04.2015 08:45,16,612.1,3.5,73,Wind blowing from the east-northeast,5,100%.,14.6,,20–30%.,200-300,2,11.2,0.2,24
20.04.2015 05:45,14.6,608.6,,90,Wind blowing from the east,1,no clouds,,,,,2,13,,
19.04.2015 17:45,22.8,608.2,-0.2,58,Wind blowing from the west,2,20–30%.,,25.3,"10%  or less, but not 0",300-600,7,14.2,,
19.04.2015 14:45,34.6,608.4,-0.7,19,Wind blowing from the east-southeast,3,"10%  or less, but not 0",,,"10%  or less, but not 0",300-600,7,8,,
19.04.2015 11:45,23.4,609.1,0.4,42,Wind blowing from the east,2,no clouds,,,,,7,9.8,,
19.04.2015 08:45,19.8,608.7,1.4,68,Wind blowing from the east-southeast,1,no clouds,13.7,,,,3,13.8,No precipitation,24
19.04.2015 05:45,13.4,607.3,,91,Wind blowing from the north,1,no clouds,,,,,3,11.9,,
18.04.2015 17:45,21.2,605.8,-0.3,59,Wind blowing from the west,3,20–30%.,,23.5,"10%  or less, but not 0",600-1000,6,12.9,No precipitation,9
18.04.2015 14:45,23.4,606.1,-1.4,44,Wind blowing from the south,1,20–30%.,,,20–30%.,300-600,7,10.3,,
18.04.2015 11:45,21.1,607.5,-0.1,63,Wind blowing from the east,1,20–30%.,,,20–30%.,50-100,4.5,13.7,,
18.04.2015 08:45,17,607.6,0.8,78,Wind blowing from the south-east,2,20–30%.,12.3,,"10%  or less, but not 0",300-600,3,13.1,No precipitation,24
18.04.2015 05:45,12.2,606.8,,94,Wind blowing from the east,1,no clouds,,,,,2,11.2,,
17.04.2015 17:45,18.8,607.4,-1,64,Wind blowing from the west-southwest,1,"90  or more, but not 100%",,22.4,20–30%.,200-300,7,11.8,,
17.04.2015 14:45,22.1,608.4,-1,56,Wind blowing from the east,1,20–30%.,,,20–30%.,300-600,7,12.9,,
17.04.2015 11:45,20.4,609.4,-1.3,56,Wind blowing from the east,1,60%.,,,40%.,300-600,7,11.3,,
17.04.2015 08:45,16.4,610.7,1,70,Wind blowing from the east,1,60%.,10.7,,40%.,300-600,3,10.9,11,24
17.04.2015 05:45,10.6,609.7,,89,Wind blowing from the east,1,70 – 80%.,,,40%.,300-600,2,8.9,,
16.04.2015 17:45,14.4,612.1,-0.1,91,Wind blowing from the east,1,"90  or more, but not 100%",,22.2,40%.,200-300,6,13,11,9
16.04.2015 14:45,16.8,612.2,-1.7,74,Wind blowing from the east,1,100%.,,,40%.,300-600,7,12.1,,
16.04.2015 11:45,21.7,613.9,0.7,51,Wind blowing from the east,1,60%.,,,20–30%.,300-600,8,11,,
16.04.2015 08:45,16.6,613.2,1.1,71,Wind blowing from the east-southeast,1,50%.,11.1,,"10%  or less, but not 0",300-600,6,11.3,2,24
16.04.2015 05:45,11.8,612.1,,80,Wind blowing from the east,1,no clouds,,,,,2,8.4,,
15.04.2015 17:45,16.5,612.1,-0.7,70,"Calm, no wind",0,"90  or more, but not 100%",,18.5,40%.,200-300,7,10.9,Trace of precipitation,9
15.04.2015 14:45,14.7,612.8,-1.1,79,Wind blowing from the east,3,100%.,,,50%.,200-300,7,11.1,,
15.04.2015 11:45,15.1,613.9,0.8,82,Wind blowing from the east,2,100%.,,,60%.,200-300,5,12.1,,
15.04.2015 08:45,16.8,613.1,1.2,73,Wind blowing from the east,2,50%.,11.8,,"10%  or less, but not 0",600-1000,7,11.9,Trace of precipitation,24
15.04.2015 05:45,12,611.9,,92,Wind blowing from the east,1,70 – 80%.,,,20–30%.,300-600,3,10.8,,
14.04.2015 17:45,15.8,610.8,-1.3,80,Wind blowing from the west-southwest,1,"90  or more, but not 100%",,22.4,40%.,200-300,8,12.4,Trace of precipitation,9
14.04.2015 14:45,20,612.1,-1.4,59,Wind blowing from the west-southwest,2,70 – 80%.,,,40%.,300-600,8,11.7,,
14.04.2015 11:45,18.5,613.5,,63,Wind blowing from the east,1,70 – 80%.,,,20–30%.,300-600,8,11.2,,
14.04.2015 05:45,10.4,611.9,,92,Wind blowing from the east,2,100%.,,,60%.,300-600,3,9.2,,
13.04.2015 17:45,12,611.5,-1.1,88,Wind blowing from the east,2,"90  or more, but not 100%",,16,40%.,300-600,7,10,Trace of precipitation,9
13.04.2015 14:45,12.4,612.6,,91,Wind blowing from the east,4,100%.,,,100%.,200-300,4,11,,
13.04.2015 11:45,15.2,,,71,Wind blowing from the west-northwest,1,"90  or more, but not 100%",,,40%.,200-300,6,10,,
13.04.2015 08:45,11.9,612.7,0.7,93,Wind blowing from the east,3,100%.,,,50%.,300-600,2,10.8,2,24
13.04.2015 05:45,12,612,,76,Wind blowing from the east,2,"90  or more, but not 100%",,,40%.,300-600,2,7.9,,
12.04.2015 17:45,13,611.1,-1.2,75,Wind blowing from the west-southwest,1,"90  or more, but not 100%",,21.5,40%.,200-300,6,8.6,1,9
12.04.2015 14:45,19.3,612.3,-0.7,39,Wind blowing from the east,2,"90  or more, but not 100%",,,40%.,200-300,7,5,,
12.04.2015 11:45,19.8,613,0.9,50,Wind blowing from the east,3,50%.,,,"10%  or less, but not 0",600-1000,7,9.1,,
12.04.2015 08:45,13.9,612.1,0.8,61,Wind blowing from the east,4,"90  or more, but not 100%",11.4,,40%.,300-600,5,6.5,No precipitation,24
12.04.2015 05:45,12.1,611.3,,58,Wind blowing from the east,3,"90  or more, but not 100%",,,50%.,300-600,4,4,,
11.04.2015 17:45,20.3,609.7,-0.4,50,Wind blowing from the south-west,1,50%.,,23.2,20–30%.,200-300,7,9.5,No precipitation,9
11.04.2015 14:45,21.8,610.1,-1,51,Wind blowing from the east,2,60%.,,,20–30%.,300-600,8,11.2,,
11.04.2015 11:45,21.9,611.1,1,48,Wind blowing from the east,2,70 – 80%.,,,"10%  or less, but not 0",300-600,8,10.3,,
11.04.2015 08:45,17.5,610.1,1.3,60,Wind blowing from the east,2,40%.,11.8,,"10%  or less, but not 0",300-600,4,9.5,No precipitation,24
11.04.2015 05:45,12.4,608.8,,75,Wind blowing from the east-southeast,1,no clouds,,,,,1,8,,
10.04.2015 17:45,20.1,608.9,-0.2,51,Wind blowing from the south-southwest,2,20–30%.,,23.5,"10%  or less, but not 0",300-600,8,9.5,No precipitation,9
10.04.2015 14:45,22.4,609.1,-0.7,44,Wind blowing from the west-northwest,2,"10%  or less, but not 0",,,"10%  or less, but not 0",300-600,8,9.6,,
10.04.2015 11:45,21.5,609.8,0.2,37,Wind blowing from the east,1,"10%  or less, but not 0",,,"10%  or less, but not 0",300-600,7,6,,
10.04.2015 08:45,17.4,609.6,1.7,62,"Calm, no wind",0,no clouds,11.9,,,,10,9.9,No precipitation,24
10.04.2015 05:45,12.6,607.9,,72,"Calm, no wind",0,no clouds,,,,,2,7.6,,
09.04.2015 17:45,19.2,609,-0.3,43,Wind blowing from the west,1,"10%  or less, but not 0",,21.7,"10%  or less, but not 0",600-1000,8,6.1,No precipitation,9
09.04.2015 14:45,20.7,609.3,-0.5,40,Wind blowing from the south-west,2,"10%  or less, but not 0",,,"10%  or less, but not 0",600-1000,8,6.7,,
09.04.2015 11:45,20.5,609.8,0.4,36,Wind blowing from the east,2,"10%  or less, but not 0",,,"10%  or less, but not 0",600-1000,8,5,,
09.04.2015 08:45,15.6,609.4,1,55,Wind blowing from the east-southeast,2,no clouds,8.7,,,,6,6.5,0.2,24
09.04.2015 05:45,8.4,608.4,,71,"Calm, no wind",0,no clouds,,,,,2,3.4,,
08.04.2015 17:45,13.1,609.8,-0.3,55,Wind blowing from the west,3,70 – 80%.,,21.2,20–30%.,300-600,7,4.2,0.2,9
08.04.2015 14:45,20.3,610.1,-1.2,38,Wind blowing from the south,2,50%.,,,20–30%.,300-600,7,5.4,,
08.04.2015 11:45,18.5,611.3,0.7,47,Wind blowing from the north-west,1,20–30%.,,,20–30%.,300-600,7,7,,
08.04.2015 08:45,14.8,610.6,1.5,61,Wind blowing from the east,1,no clouds,8.9,,,,5,7.3,0.3,24
08.04.2015 05:45,9,609.1,,71,"Calm, no wind",0,no clouds,,,,,2,4,,
07.04.2015 17:45,14.8,609.4,-0.6,70,Wind blowing from the south-southwest,1,"90  or more, but not 100%",,18.3,20–30%.,200-300,8,9.3,0.2,9
07.04.2015 14:45,12.4,610,-0.5,53,Wind blowing from the south-west,2,"90  or more, but not 100%",,,40%.,200-300,4,2.9,,
07.04.2015 11:45,17.6,610.5,1.8,56,Wind blowing from the east,3,"90  or more, but not 100%",,,40%.,200-300,4,8.6,,
07.04.2015 08:45,13.2,608.7,1.2,70,Wind blowing from the east,1,70 – 80%.,9.4,,20–30%.,200-300,3,7.7,No precipitation,24
07.04.2015 05:45,9.4,607.5,,87,Wind blowing from the east,1,20–30%.,,,"10%  or less, but not 0",300-600,2,7.4,,
06.04.2015 17:45,17.4,607.6,0,55,Wind blowing from the west-southwest,2,50%.,,19.4,20–30%.,300-600,8,8.1,No precipitation,9
06.04.2015 14:45,19.3,607.6,-0.9,42,Wind blowing from the east,1,40%.,,,20–30%.,300-600,8,6.1,,
06.04.2015 11:45,18.5,608.5,0.5,52,Wind blowing from the east,1,20–30%.,,,20–30%.,300-600,8,8.5,,
06.04.2015 08:45,14.1,608,1,60,Wind blowing from the east,1,no clouds,7.1,,,,7,6.5,4,24
06.04.2015 05:45,7.6,607,,74,Wind blowing from the south-east,2,no clouds,,,,,2,3.2,,
05.04.2015 17:45,14.9,607,0.5,69,Wind blowing from the east,1,60%.,,18,20–30%.,200-300,8,9.3,No precipitation,9
05.04.2015 14:45,17.9,606.5,-0.2,56,Wind blowing from the east,3,60%.,,,40%.,300-600,8,9,,
05.04.2015 11:45,16,606.7,-0.4,70,Wind blowing from the east,2,50%.,,,20–30%.,300-600,8,10.5,,
05.04.2015 08:45,12.2,607.1,1.2,82,Wind blowing from the east-southeast,1,no clouds,6.5,,,,6,9.2,19,24
05.04.2015 05:45,6.6,605.9,,100,Wind blowing from the east,2,no clouds,,,,,2,6.6,,
04.04.2015 17:45,7.3,605.6,-0.1,100,Wind blowing from the east,3,Sky obscured by fog and/or other meteorological phenomena.,,9.3,,,0.1,7.3,18,9
04.04.2015 14:45,7.2,605.7,-1.7,100,Wind blowing from the east,4,Sky obscured by fog and/or other meteorological phenomena.,,,,,0.1,7.2,,
04.04.2015 11:45,7.2,607.4,-0.4,100,Wind blowing from the east,6,Sky obscured by fog and/or other meteorological phenomena.,,,,,0.1,7.2,,
04.04.2015 08:45,8.8,607.8,1.8,100,Wind blowing from the east,2,100%.,8.8,,100%.,100-200,1,8.8,3,24
04.04.2015 05:45,10.2,606,,89,Wind blowing from the west-northwest,5,"90  or more, but not 100%",,,20–30%.,300-600,2,8.4,,
03.04.2015 17:45,15.2,606.7,-0.5,82,Wind blowing from the east,1,60%.,,16.4,20–30%.,300-600,6,12.1,2,9
03.04.2015 14:45,15,607.2,-0.4,85,Wind blowing from the west-southwest,1,"90  or more, but not 100%",,,40%.,200-300,6,12.4,,
03.04.2015 11:45,12.6,607.6,0.2,98,Wind blowing from the east,2,100%.,,,100%.,100-200,0.8,12.3,,
03.04.2015 08:45,12.6,607.4,0.9,85,Wind blowing from the south-southeast,3,100%.,12.1,,20–30%.,200-300,3,10.1,0.1,24
03.04.2015 05:45,12.8,606.5,,83,Wind blowing from the south-east,3,"90  or more, but not 100%",,,20–30%.,300-600,2,9.9,,
02.04.2015 17:45,18.7,606.9,-1,54,Wind blowing from the east,4,50%.,,20.8,20–30%.,300-600,7,9.2,No precipitation,9
02.04.2015 14:45,20,607.9,-1.2,48,Wind blowing from the west,4,70 – 80%.,,,"10%  or less, but not 0",300-600,7,8.5,,
02.04.2015 11:45,17.9,609.1,0.1,57,Wind blowing from the west,2,40%.,,,"10%  or less, but not 0",300-600,7,9.2,,
02.04.2015 08:45,11.2,609,1.4,81,Wind blowing from the west,2,70 – 80%.,9.7,,20–30%.,300-600,5,8.1,0.5,24
02.04.2015 05:45,11.8,607.6,,66,Wind blowing from the south,2,40%.,,,"10%  or less, but not 0",300-600,2,5.7,,
01.04.2015 17:45,17.5,608,-0.4,67,Wind blowing from the west,2,"90  or more, but not 100%",,20.6,20–30%.,300-600,8,11.2,No precipitation,9
01.04.2015 14:45,19.9,608.4,-0.8,50,Wind blowing from the west,3,50%.,,,20–30%.,300-600,8,9.1,,
01.04.2015 11:45,19,609.2,0.1,55,Wind blowing from the west,3,60%.,,,40%.,300-600,7,9.6,,
01.04.2015 08:45,14.4,609.1,0.8,75,Wind blowing from the east-southeast,1,70 – 80%.,9.9,,40%.,200-300,5,9.9,No precipitation,24
01.04.2015 05:45,10.4,608.3,,84,"Calm, no wind",0,no clouds,,,,,2,7.8,,
31.03.2015 17:45,15.1,608.8,-0.6,76,Wind blowing from the south,2,60%.,,19.8,40%.,300-600,7,10.9,No precipitation,9
31.03.2015 14:45,17.6,609.4,-1.2,52,Wind blowing from the east,2,70 – 80%.,,,40%.,200-300,7,7.6,,
31.03.2015 11:45,18.1,610.6,,44,Wind blowing from the east,1,"10%  or less, but not 0",,,"10%  or less, but not 0",300-600,7,5.7,,
31.03.2015 08:45,13.4,610.2,,78,Wind blowing from the east,1,"10%  or less, but not 0",7.6,,,"2500 or more, or no clouds.",6,9.6,18,24
31.03.2015 05:45,8.4,609.1,,87,"Calm, no wind",0,"90  or more, but not 100%",,,60%.,200-300,1,6.3,,
30.03.2015 17:45,10.4,608.9,,91,Wind blowing from the east,2,"10%  or less, but not 0",,11.5,"10%  or less, but not 0",300-600,7,8.9,17,9
30.03.2015 14:45,9,609.7,,100,Wind blowing from the east,3,100%.,,,50%.,100-200,2,9,,
30.03.2015 11:45,9.4,611.6,,100,Wind blowing from the east-southeast,2,Sky obscured by fog and/or other meteorological phenomena.,,,,,0.1,9.4,,
30.03.2015 08:45,8.8,611,,100,Wind blowing from the east,2,Sky obscured by fog and/or other meteorological phenomena.,8,,,,0.2,8.8,31,24
30.03.2015 05:45,9.2,609.9,,100,Wind blowing from the south-east,2,Sky obscured by fog and/or other meteorological phenomena.,,,,,0.4,9.2,,
29.03.2015 17:45,12.9,610.2,,89,Wind blowing from the east,1,100%.,,21.4,40%.,200-300,2,11.1,7,9
29.03.2015 14:45,14.9,610.4,,90,Wind blowing from the west-southwest,3,"90  or more, but not 100%",,,40%.,1000-1500,1,13.2,,
29.03.2015 11:45,19.7,611.3,,72,Wind blowing from the south,2,"90  or more, but not 100%",,,40%.,300-600,2.8,14.4,,
29.03.2015 08:45,15.7,610.7,,87,Wind blowing from the north-northeast,4,40%.,12.6,,,200-300,2,13.5,No precipitation,24
29.03.2015 05:45,12.8,610.2,,99,Wind blowing from the south,3,no clouds,,,,,1,12.6,,
28.03.2015 17:45,19.1,609,,75,Wind blowing from the east,1,40%.,,24.4,20–30%.,300-600,3,14.5,No precipitation,9
28.03.2015 14:45,23.8,610.2,,55,Wind blowing from the west-southwest,3,20–30%.,,,20–30%.,300-600,4,14.2,,
28.03.2015 11:45,22.2,611.3,,57,Wind blowing from the west-northwest,3,40%.,,,20–30%.,300-600,4,13.3,,
28.03.2015 08:45,17.2,612.1,,77,Wind blowing from the east-southeast,1,"10%  or less, but not 0",13.3,,,"2500 or more, or no clouds.",3,13.1,No precipitation,24
28.03.2015 05:45,13.6,611.8,,93,"Calm, no wind",0,no clouds,,,,,2,12.4,,
27.03.2015 17:45,20.3,611.2,,61,Wind blowing from the south,2,40%.,,24.2,40%.,300-600,6,12.6,No precipitation,9
27.03.2015 14:45,23.6,612.1,,45,Wind blowing from the west-southwest,2,40%.,,,40%.,300-600,6,11,,
